"";"party";"content";"target";"stance"
"218";"swe: Liberal People’s Party";"där vi ser till att människors potential tas tillvara kan vara en av de viktigaste framgångsfaktorerna för vårt land.";"integration";"FAVOR"
"219";"swe: Liberal People’s Party";"Vi vet att jobb";"integration";"FAVOR"
"220";"swe: Liberal People’s Party";"och kunskaper i svenska";"integration";"FAVOR"
"221";"swe: Liberal People’s Party";"är de viktigaste nycklarna till att på riktigt komma in i det svenska samhället.";"integration";"FAVOR"
"222";"swe: Liberal People’s Party";"En human och solidarisk flyktingpolitik.";"immigration";"FAVOR"
"223";"swe: Liberal People’s Party";"Den som flyr undan förföljelse och förtryck ska ges en fristad i Sverige. Sverige ska föra en human och rättssäker flyktingpolitik och asylrätten ska värnas i Sverige och Europa.";"immigration";"FAVOR"
"224";"swe: Liberal People’s Party";"Sverige ska vara öppet för arbetskraftsinvandring.";"immigration";"FAVOR"
"225";"swe: Liberal People’s Party";"Folkpartiet var pådrivande för den öppning för arbetskraftsinvandring som Alliansregeringen har genomfört";"immigration";"FAVOR"
"226";"swe: Liberal People’s Party";"– den som får ett arbete i vårt land ska ges en möjlighet att komma hit och arbeta.";"immigration";"FAVOR"
"227";"swe: Liberal People’s Party";"Öppningen för arbetskraftsinvandring kan också bidra till att avlasta asylsystemet då det inte längre finns bara en väg in i Sverige.";"immigration";"FAVOR"
"228";"swe: Liberal People’s Party";"Förbättra rättssäkerheten för asylsökande.";"immigration";"FAVOR"
"229";"swe: Liberal People’s Party";"Låt de asylsökandes offentliga ombud utses av domstolarna,";"immigration";"NONE"
"230";"swe: Liberal People’s Party";"och skilj mottagandeverksamheten från Migrationsverket.";"integration";"FAVOR"
"231";"swe: Liberal People’s Party";"Alla kommuner ska dela på ansvaret.";"immigration";"FAVOR"
"232";"swe: Liberal People’s Party";"Flyktingpolitiken är gemensam för vårt land och ansvaret ska delas mellan alla Sveriges kommuner.";"integration";"NONE"
"233";"swe: Liberal People’s Party";"Om det blir nödvändigt ska det i sista hand vara möjligt att tvinga kommuner som tidigare inte har tagit ansvar att teckna avtal om flyktingmottagande.";"immigration";"FAVOR"
"234";"swe: Liberal People’s Party";"Vård och skolgång till papperslösa.";"integration";"FAVOR"
"235";"swe: Liberal People’s Party";"Sverige ska ha reglerad invandring, men den som vistas i Sverige utan papper behöver ökad möjlighet till sjukvård.";"immigration";"FAVOR"
"236";"swe: Liberal People’s Party";"Barn till papperslösa ska inte straffas genom att nekas skolgång.";"integration";"FAVOR"
"237";"swe: Liberal People’s Party";"och svenskkunskaper är nyckeln till integration.";"integration";"FAVOR"
"238";"swe: Liberal People’s Party";"Integration handlar om egenmakt över den egna tillvaron.";"immigration";"NONE"
"239";"swe: Liberal People’s Party";"Alla har samma ansvar att försörja sig själva oavsett varifrån man kommer.";"integration";"FAVOR"
"240";"swe: Liberal People’s Party";"Vår liberala integrationspolitik handlar om att ge individen redskap";"integration";"FAVOR"
"241";"swe: Liberal People’s Party";"Mediantiden från uppehållstillstånd till arbete är sju år för nyanlända invandrare. Det är orimligt.";"integration";"FAVOR"
"242";"swe: Liberal People’s Party";"Nu inför vi snabbare kontakt med Arbetsförmedlingen,";"integration";"FAVOR"
"243";"swe: Liberal People’s Party";"jobbpraktik med svenskstudier –";"integration";"FAVOR"
"244";"swe: Liberal People’s Party";"allt för att kapa tiden för att etablera sig på arbetsmarknaden";"integration";"FAVOR"
"245";"swe: Liberal People’s Party";"Omforma sfi-undervisningen till en renodlad introduktionskurs.";"integration";"NONE"
"246";"swe: Liberal People’s Party";"Tiden i sfi (svenska för invandrare) bör inte överstiga tre år.";"integration";"AGAINST"
"247";"swe: Liberal People’s Party";"Den som klarar sina studier i sfi inom ett år har numera möjlighet att få sfi-bonus.";"integration";"FAVOR"
"248";"swe: Liberal People’s Party";"Inför språkkrav för medborgarskap.";"immigration";"NONE"
"249";"swe: Liberal People’s Party";"Svenska är vårt gemensamma språk i Sverige.";"integration";"AGAINST"
"250";"swe: Liberal People’s Party";"Det är viktigt med grundläggande kunskaper i svenska språket";"integration";"AGAINST"
"251";"swe: Liberal People’s Party";"känna sig delaktig i samhället";"integration";"FAVOR"
"252";"swe: Liberal People’s Party";"och öka möjligheterna att komma ut på arbetsmarknaden.";"integration";"FAVOR"
"253";"swe: Liberal People’s Party";"Nyanlända ska erbjudas medborgarkurs.";"integration";"FAVOR"
"254";"swe: Liberal People’s Party";"Alla nyanlända ska erbjudas en medborgarkurs som introduktion till det svenska samhället och dess grundläggande värden";"integration";"FAVOR"
"255";"swe: Liberal People’s Party";"och innebörden av demokrati, mänskliga rättigheter och jämställdhet.";"integration";"FAVOR"
"256";"swe: Liberal People’s Party";"Skolan som murbräcka mot segregation.";"integration";"FAVOR"
"257";"swe: Liberal People’s Party";"En skolpolitik med tydligt fokus på kunskap är en central del i att bryta utanförskapet.";"integration";"NONE"
"258";"swe: Liberal People’s Party";"Skolorna i de mest utsatta områdena ska vara de bästa skolorna och nyanlända elevers skolresultat måste uppmärksammas särskilt.";"integration";"FAVOR"
"259";"swe: Liberal People’s Party";"Ombyggda städer stärker integrationen.";"integration";"FAVOR"
"260";"swe: Liberal People’s Party";"genom särskilt låga arbetsgivaravgifter,";"integration";"NONE"
"261";"swe: Liberal People’s Party";"exempelvis för nyanlända invandrare.";"integration";"FAVOR"
"262";"swe: Liberal People’s Party";"skolan och";"integration";"NONE"
"263";"swe: Liberal People’s Party";"Barn- och tvångsäktenskap ska kriminaliseras.";"integration";"AGAINST"
"264";"swe: Liberal People’s Party";"Krafttag mot människohandel";"immigration";"AGAINST"
"265";"swe: Liberal People’s Party";"Nej till allmänt DNA-register. Lagring av människors genetiska information är ett stort ingrepp i den personliga integriteten.";"integration";"FAVOR"
"266";"swe: Liberal People’s Party";"Hatbrotten mot hbt-personer ökar.";"integration";"AGAINST"
"267";"swe: Liberal People’s Party";"Romer diskrimineras och förföljs.";"integration";"NONE"
"268";"swe: Liberal People’s Party";"Därför vill Folkpartiet stärka arbetet för att värna minoriteters rättigheter i Europa.";"immigration";"FAVOR"
"269";"swe: Liberal People’s Party";"De stöd som därefter ska finnas kvar ska ges av miljöskäl.";"immigration";"NONE"
"270";"swe: Liberal People’s Party";"En human och gemensam asyl-och migrationspolitik.";"immigration";"FAVOR"
"271";"swe: Liberal People’s Party";"EU:s flyktingpolitik måste bli humanare än i dag";"immigration";"FAVOR"
"272";"swe: Liberal People’s Party";"och värna asylrätten inom ramen för Genèvekonventionen.";"immigration";"FAVOR"
"273";"swe: Liberal People’s Party";"Europa behöver dessutom arbetskraftsinvandring för att möta den demografiska utmaningen.";"immigration";"NONE"
"274";"swe: Liberal People’s Party";"Ett öppet, demokratiskt samhälle";"integration";"FAVOR"
"275";"swe: Liberal People’s Party";"Sverige är ett mångkulturellt samhälle";"integration";"FAVOR"
"276";"swe: Liberal People’s Party";"– den svenska kulturen präglas av en mångfald som inte fanns för ett kvartssekel sedan.";"integration";"FAVOR"
"277";"swe: Liberal People’s Party";"Förmågan att uttrycka sig själv och kommunicera med andra är viktiga element i de värderingar som präglar dagens svenskar.";"integration";"NONE"
"278";"swe: Christian Democratic Community Party ";"och nyanlända invandrare";"integration";"FAVOR"
"279";"swe: Christian Democratic Community Party ";"måste genom smidiga regler, skräddarsydda kurser och bra coachning ges bättre möjligheter att få jobb.";"integration";"FAVOR"
"280";"swe: Christian Democratic Community Party ";"Vi behöver också bli bättre på att ta till vara alla människors förmåga, även de som står längst från ett jobb idag.";"integration";"FAVOR"
"281";"swe: Christian Democratic Community Party ";"En viktig del av detta arbete är att bekämpa den orättfärdiga diskriminering som hindrar många invandrare från att få jobb. ";"integration";"FAVOR"
"282";"swe: Christian Democratic Community Party ";"Ett Sverige där folk känner sig trygga är ett mänskligare Sverige.";"integration";"FAVOR"
"283";"swe: Christian Democratic Community Party ";"och samma regler ska gälla för alla oavsett bakgrund.";"integration";"FAVOR"
"284";"swe: Christian Democratic Community Party ";"etnisk härkomst";"integration";"FAVOR"
"285";"swe: Christian Democratic Community Party ";"eller ekonomiska förutsättningar.";"integration";"FAVOR"
"286";"swe: Christian Democratic Community Party ";"Därför anser vi att deltagande i och stöd till rasistiska, kriminella och terroriststämplade organisationer ska vara olagligt.";"integration";"FAVOR"
"287";"swe: Christian Democratic Community Party ";"I det ingår att arbeta aktivt mot mobbning och kränkande beteende.";"integration";"NONE"
"288";"swe: Christian Democratic Community Party ";"Det borde vara en självklarhet att alla elever ska kunna känna sig trygga och uppskattade men så är det inte idag. Könsdiskriminering och rasism i skolan måste bekämpas.";"integration";"FAVOR"
"289";"swe: Christian Democratic Community Party ";"En bra skolmiljö skapar den trygghet som krävs för att barn ska kunna ta till sig kunskap.";"integration";"FAVOR"
"290";"swe: Christian Democratic Community Party ";"Du får frihet men också förmåga att hantera det oväntade.";"integration";"FAVOR"
"291";"swe: Christian Democratic Community Party ";"Kristdemokraterna är emot främlingsfientlighet i alla former.";"integration";"FAVOR"
"292";"swe: Christian Democratic Community Party ";"Sverige ska vara ett öppet land för människor som flyr från förtryck och förföljelse.";"immigration";"FAVOR"
"293";"swe: Christian Democratic Community Party ";"Möten mellan människor med olika bakgrund gör Sverige bättre.";"integration";"NONE"
"294";"swe: Christian Democratic Community Party ";"I ett mänskligare Sverige har alla samma rättigheter, skyldigheter och möjligheter.";"integration";"FAVOR"
"295";"swe: Christian Democratic Community Party ";"Jobb och språk är nycklarna till integration.";"integration";"FAVOR"
"296";"swe: Christian Democratic Community Party ";"Vi vill att alla som kommer till Sverige ska få börja jobba direkt.";"integration";"NONE"
"297";"swe: Christian Democratic Community Party ";"Alla ska redan från början ta ansvar för, och påverka, sin vardag.";"integration";"FAVOR"
"298";"swe: Christian Democratic Community Party ";"Varje dag fattar människor världen över det ofattbart svåra beslutet att fly. För att det inte går att vara kvar där hemma längre. För att kriget och förtrycket gått för långt. För att barnen inte är säkra";"immigration";"NONE"
"299";"swe: Christian Democratic Community Party ";"För att det har blivit omöjligt att utöva sin religion,";"integration";"AGAINST"
"300";"swe: Christian Democratic Community Party ";"omöjligt att ha en politisk åsikt.";"integration";"FAVOR"
"301";"swe: Christian Democratic Community Party ";"De söker efter en möjlighet att skapa trygghet för den egna familjen, att ta ansvar. En möjlighet att försörja sig och äta sig mätta.";"integration";"FAVOR"
"302";"swe: Christian Democratic Community Party ";"Många av de problem som människor kopplar ihop med invandring handlar i själva verket om bristande integration.";"integration";"AGAINST"
"303";"swe: Christian Democratic Community Party ";"Vi vill göra samhället mer integrerat,";"integration";"FAVOR"
"304";"swe: Christian Democratic Community Party ";"En kraftfull åtgärd för att motverka segregation är att se till att alla bostadsområden har en blandad bebyggelse.";"integration";"FAVOR"
"305";"swe: Christian Democratic Community Party ";"Det finns de som vill sluta leden och stänga Sveriges gränser. Som tycker att vi är oss själva nog. Som påstår att Sverige inte har något att erbjuda alla dem som söker en bättre framtid. Som ställer grupper mot varandra. Kristdemokraterna håller inte med – tvärtom.";"immigration";"FAVOR"
"306";"swe: Christian Democratic Community Party ";"För att göra Sverige mänskligare måste vi säga att vi har fått nog av de krafter som försöker sprida rädsla och otrygghet.";"integration";"AGAINST"
"307";"swe: Christian Democratic Community Party ";"Vi vill att Sverige ska vara ett öppet och medmänskligt land där folk känner sig välkomna.";"immigration";"FAVOR"
"308";"swe: Christian Democratic Community Party ";"Varje människa ingår i flera olika gemenskaper. Den viktigaste är familjen.";"integration";"FAVOR"
"309";"swe: Christian Democratic Community Party ";"Vi vill uppmuntra människor att mötas – över generationsgränser, oberoende av ursprung.";"integration";"FAVOR"
"310";"swe: Christian Democratic Community Party ";"ett sammanhang som skapas och synliggörs av olika sorters kultur.";"integration";"FAVOR"
"311";"swe: Christian Democratic Community Party ";"Vi kan aldrig tolerera kränkningar av de mänskliga rättigheterna, var de än sker.";"immigration";"FAVOR"
"312";"swe: Moderate Coalition Party";"Alla människor har samma rätt till ett värdigt liv.";"integration";"FAVOR"
"313";"swe: Moderate Coalition Party";"och bakgrund.";"integration";"FAVOR"
"314";"swe: Moderate Coalition Party";"Oavsett bakgrund ska alla ha möjligheter att växa och utvecklas som självständiga människor.";"integration";"NONE"
