"";"country";"party";"content";"target";"stance"
"198";"sweden";"swe: Social Democratic Labour Party";"Fler nyanlända";"Integration";"FAVOR"
"199";"sweden";"swe: Social Democratic Labour Party";"Alla arbetstagare ska behandlas lika, oavsett om de kommer från Ronneby, Riga eller Rotterdam.";"Integration";"FAVOR"
"200";"sweden";"swe: Social Democratic Labour Party";"Alla tjänar på att människor inte begränsas av bakgrund eller kön.";"Integration";"FAVOR"
"201";"sweden";"swe: Social Democratic Labour Party";"Skillnaderna ökar, både inom städerna och mellan stad och land.";"Integration";"NONE"
"202";"sweden";"swe: Social Democratic Labour Party";"Rädslan ökar och därmed främlingsfientligheten.";"Integration";"FAVOR"
"203";"sweden";"swe: Liberal People’s Party";"De stipendieprogram som skapas i samband med att avgifter för tredjelandsstudenter bör dels bli fler, dels omfatta fler länder.";"Integration";"FAVOR"
"204";"sweden";"swe: Liberal People’s Party";"Likaså är situationen för invandrare problematisk på arbetsmarknaden.";"Integration";"NONE"
"205";"sweden";"swe: Liberal People’s Party";"Det tar alldeles för lång tid för en människa som har flytt till Sverige att komma i sysselsättning.";"Integration";"FAVOR"
"206";"sweden";"swe: Liberal People’s Party";"Alltför många fastnar i passivitet och utanförskap.";"Integration";"AGAINST"
"207";"sweden";"swe: Liberal People’s Party";"Nycklarna till en lyckad integration är jobb";"Integration";"FAVOR"
"208";"sweden";"swe: Liberal People’s Party";"och kunskaper i svenska språket.";"Integration";"NONE"
"209";"sweden";"swe: Liberal People’s Party";"Utgångspunkten för vår arbetsmarknadspolitik är att alla kan bidra.";"Integration";"FAVOR"
"210";"sweden";"swe: Liberal People’s Party";"Den som flyr undan förföljelse ska kunna få en fristad i vårt land.";"Immigration";"FAVOR"
"211";"sweden";"swe: Liberal People’s Party";"Och väldigt många av dem som har flytt eller invandrat till vårt land har lyckats";"Immigration";"NONE"
"212";"sweden";"swe: Liberal People’s Party";"– de har fått jobb";"Integration";"FAVOR"
"213";"sweden";"swe: Liberal People’s Party";"När vi tog över landet tog det i snitt sju år för en nyanländ person att få sitt första jobb.";"Integration";"FAVOR"
"214";"sweden";"swe: Liberal People’s Party";"I kölvattnet på den misslyckade integrationen följer ett socialt utanförskap och en isolering som ibland präglar hela stadsdelar och även förs vidare till nästa generation.";"Integration";"NONE"
"215";"sweden";"swe: Liberal People’s Party";"Integrationen är en av våra största framtidsutmaningar.";"Integration";"AGAINST"
"216";"sweden";"swe: Liberal People’s Party";"I en globaliserad värld har vi människor i vårt land som talar i princip alla världens språk";"Integration";"NONE"
"217";"sweden";"swe: Liberal People’s Party";". En lyckad integration";"Integration";"FAVOR"
"218";"sweden";"swe: Liberal People’s Party";"där vi ser till att människors potential tas tillvara kan vara en av de viktigaste framgångsfaktorerna för vårt land.";"Integration";"FAVOR"
"219";"sweden";"swe: Liberal People’s Party";"Vi vet att jobb";"Integration";"FAVOR"
"220";"sweden";"swe: Liberal People’s Party";"och kunskaper i svenska";"Integration";"FAVOR"
"221";"sweden";"swe: Liberal People’s Party";"är de viktigaste nycklarna till att på riktigt komma in i det svenska samhället.";"Integration";"FAVOR"
"222";"sweden";"swe: Liberal People’s Party";"En human och solidarisk flyktingpolitik.";"Immigration";"FAVOR"
"223";"sweden";"swe: Liberal People’s Party";"Den som flyr undan förföljelse och förtryck ska ges en fristad i Sverige. Sverige ska föra en human och rättssäker flyktingpolitik och asylrätten ska värnas i Sverige och Europa.";"Immigration";"FAVOR"
"224";"sweden";"swe: Liberal People’s Party";"Sverige ska vara öppet för arbetskraftsinvandring.";"Immigration";"FAVOR"
"225";"sweden";"swe: Liberal People’s Party";"Folkpartiet var pådrivande för den öppning för arbetskraftsinvandring som Alliansregeringen har genomfört";"Immigration";"FAVOR"
"226";"sweden";"swe: Liberal People’s Party";"– den som får ett arbete i vårt land ska ges en möjlighet att komma hit och arbeta.";"Immigration";"FAVOR"
"227";"sweden";"swe: Liberal People’s Party";"Öppningen för arbetskraftsinvandring kan också bidra till att avlasta asylsystemet då det inte längre finns bara en väg in i Sverige.";"Immigration";"FAVOR"
"228";"sweden";"swe: Liberal People’s Party";"Förbättra rättssäkerheten för asylsökande.";"Immigration";"FAVOR"
"229";"sweden";"swe: Liberal People’s Party";"Låt de asylsökandes offentliga ombud utses av domstolarna,";"Immigration";"NONE"
"230";"sweden";"swe: Liberal People’s Party";"och skilj mottagandeverksamheten från Migrationsverket.";"Integration";"FAVOR"
"231";"sweden";"swe: Liberal People’s Party";"Alla kommuner ska dela på ansvaret.";"Immigration";"FAVOR"
"232";"sweden";"swe: Liberal People’s Party";"Flyktingpolitiken är gemensam för vårt land och ansvaret ska delas mellan alla Sveriges kommuner.";"Integration";"NONE"
"233";"sweden";"swe: Liberal People’s Party";"Om det blir nödvändigt ska det i sista hand vara möjligt att tvinga kommuner som tidigare inte har tagit ansvar att teckna avtal om flyktingmottagande.";"Immigration";"FAVOR"
"234";"sweden";"swe: Liberal People’s Party";"Vård och skolgång till papperslösa.";"Integration";"FAVOR"
"235";"sweden";"swe: Liberal People’s Party";"Sverige ska ha reglerad invandring, men den som vistas i Sverige utan papper behöver ökad möjlighet till sjukvård.";"Immigration";"FAVOR"
"236";"sweden";"swe: Liberal People’s Party";"Barn till papperslösa ska inte straffas genom att nekas skolgång.";"Integration";"FAVOR"
"237";"sweden";"swe: Liberal People’s Party";"och svenskkunskaper är nyckeln till integration.";"Integration";"FAVOR"
"238";"sweden";"swe: Liberal People’s Party";"Integration handlar om egenmakt över den egna tillvaron.";"Immigration";"NONE"
"239";"sweden";"swe: Liberal People’s Party";"Alla har samma ansvar att försörja sig själva oavsett varifrån man kommer.";"Integration";"FAVOR"
"240";"sweden";"swe: Liberal People’s Party";"Vår liberala integrationspolitik handlar om att ge individen redskap";"Integration";"FAVOR"
"241";"sweden";"swe: Liberal People’s Party";"Mediantiden från uppehållstillstånd till arbete är sju år för nyanlända invandrare. Det är orimligt.";"Integration";"FAVOR"
"242";"sweden";"swe: Liberal People’s Party";"Nu inför vi snabbare kontakt med Arbetsförmedlingen,";"Integration";"FAVOR"
"243";"sweden";"swe: Liberal People’s Party";"jobbpraktik med svenskstudier –";"Integration";"FAVOR"
"244";"sweden";"swe: Liberal People’s Party";"allt för att kapa tiden för att etablera sig på arbetsmarknaden";"Integration";"FAVOR"
"245";"sweden";"swe: Liberal People’s Party";"Omforma sfi-undervisningen till en renodlad introduktionskurs.";"Integration";"NONE"
"246";"sweden";"swe: Liberal People’s Party";"Tiden i sfi (svenska för invandrare) bör inte överstiga tre år.";"Integration";"AGAINST"
"247";"sweden";"swe: Liberal People’s Party";"Den som klarar sina studier i sfi inom ett år har numera möjlighet att få sfi-bonus.";"Integration";"FAVOR"
"248";"sweden";"swe: Liberal People’s Party";"Inför språkkrav för medborgarskap.";"Immigration";"NONE"
"249";"sweden";"swe: Liberal People’s Party";"Svenska är vårt gemensamma språk i Sverige.";"Integration";"AGAINST"
"250";"sweden";"swe: Liberal People’s Party";"Det är viktigt med grundläggande kunskaper i svenska språket";"Integration";"AGAINST"
"251";"sweden";"swe: Liberal People’s Party";"känna sig delaktig i samhället";"Integration";"FAVOR"
"252";"sweden";"swe: Liberal People’s Party";"och öka möjligheterna att komma ut på arbetsmarknaden.";"Integration";"FAVOR"
"253";"sweden";"swe: Liberal People’s Party";"Nyanlända ska erbjudas medborgarkurs.";"Integration";"FAVOR"
"254";"sweden";"swe: Liberal People’s Party";"Alla nyanlända ska erbjudas en medborgarkurs som introduktion till det svenska samhället och dess grundläggande värden";"Integration";"FAVOR"
"255";"sweden";"swe: Liberal People’s Party";"och innebörden av demokrati, mänskliga rättigheter och jämställdhet.";"Integration";"FAVOR"
"256";"sweden";"swe: Liberal People’s Party";"Skolan som murbräcka mot segregation.";"Integration";"FAVOR"
"257";"sweden";"swe: Liberal People’s Party";"En skolpolitik med tydligt fokus på kunskap är en central del i att bryta utanförskapet.";"Integration";"NONE"
"258";"sweden";"swe: Liberal People’s Party";"Skolorna i de mest utsatta områdena ska vara de bästa skolorna och nyanlända elevers skolresultat måste uppmärksammas särskilt.";"Integration";"FAVOR"
"259";"sweden";"swe: Liberal People’s Party";"Ombyggda städer stärker integrationen.";"Integration";"FAVOR"
"260";"sweden";"swe: Liberal People’s Party";"genom särskilt låga arbetsgivaravgifter,";"Integration";"NONE"
"261";"sweden";"swe: Liberal People’s Party";"exempelvis för nyanlända invandrare.";"Integration";"FAVOR"
"262";"sweden";"swe: Liberal People’s Party";"skolan och";"Integration";"NONE"
"263";"sweden";"swe: Liberal People’s Party";"Barn- och tvångsäktenskap ska kriminaliseras.";"Integration";"AGAINST"
"264";"sweden";"swe: Liberal People’s Party";"Krafttag mot människohandel";"Immigration";"AGAINST"
"265";"sweden";"swe: Liberal People’s Party";"Nej till allmänt DNA-register. Lagring av människors genetiska information är ett stort ingrepp i den personliga integriteten.";"Integration";"FAVOR"
"266";"sweden";"swe: Liberal People’s Party";"Hatbrotten mot hbt-personer ökar.";"Integration";"AGAINST"
"267";"sweden";"swe: Liberal People’s Party";"Romer diskrimineras och förföljs.";"Integration";"NONE"
"268";"sweden";"swe: Liberal People’s Party";"Därför vill Folkpartiet stärka arbetet för att värna minoriteters rättigheter i Europa.";"Immigration";"FAVOR"
"269";"sweden";"swe: Liberal People’s Party";"De stöd som därefter ska finnas kvar ska ges av miljöskäl.";"Immigration";"NONE"
"270";"sweden";"swe: Liberal People’s Party";"En human och gemensam asyl-och migrationspolitik.";"Immigration";"FAVOR"
"271";"sweden";"swe: Liberal People’s Party";"EU:s flyktingpolitik måste bli humanare än i dag";"Immigration";"FAVOR"
"272";"sweden";"swe: Liberal People’s Party";"och värna asylrätten inom ramen för Genèvekonventionen.";"Immigration";"FAVOR"
"273";"sweden";"swe: Liberal People’s Party";"Europa behöver dessutom arbetskraftsinvandring för att möta den demografiska utmaningen.";"Immigration";"NONE"
"274";"sweden";"swe: Liberal People’s Party";"Ett öppet, demokratiskt samhälle";"Integration";"FAVOR"
"275";"sweden";"swe: Liberal People’s Party";"Sverige är ett mångkulturellt samhälle";"Integration";"FAVOR"
"276";"sweden";"swe: Liberal People’s Party";"– den svenska kulturen präglas av en mångfald som inte fanns för ett kvartssekel sedan.";"Integration";"FAVOR"
"277";"sweden";"swe: Liberal People’s Party";"Förmågan att uttrycka sig själv och kommunicera med andra är viktiga element i de värderingar som präglar dagens svenskar.";"Integration";"NONE"
"278";"sweden";"swe: Christian Democratic Community Party ";"och nyanlända invandrare";"Integration";"FAVOR"
"279";"sweden";"swe: Christian Democratic Community Party ";"måste genom smidiga regler, skräddarsydda kurser och bra coachning ges bättre möjligheter att få jobb.";"Integration";"FAVOR"
"280";"sweden";"swe: Christian Democratic Community Party ";"Vi behöver också bli bättre på att ta till vara alla människors förmåga, även de som står längst från ett jobb idag.";"Integration";"FAVOR"
"281";"sweden";"swe: Christian Democratic Community Party ";"En viktig del av detta arbete är att bekämpa den orättfärdiga diskriminering som hindrar många invandrare från att få jobb. ";"Integration";"FAVOR"
"282";"sweden";"swe: Christian Democratic Community Party ";"Ett Sverige där folk känner sig trygga är ett mänskligare Sverige.";"Integration";"FAVOR"
"283";"sweden";"swe: Christian Democratic Community Party ";"och samma regler ska gälla för alla oavsett bakgrund.";"Integration";"FAVOR"
"284";"sweden";"swe: Christian Democratic Community Party ";"etnisk härkomst";"Integration";"FAVOR"
"285";"sweden";"swe: Christian Democratic Community Party ";"eller ekonomiska förutsättningar.";"Integration";"FAVOR"
"286";"sweden";"swe: Christian Democratic Community Party ";"Därför anser vi att deltagande i och stöd till rasistiska, kriminella och terroriststämplade organisationer ska vara olagligt.";"Integration";"FAVOR"
"287";"sweden";"swe: Christian Democratic Community Party ";"I det ingår att arbeta aktivt mot mobbning och kränkande beteende.";"Integration";"NONE"
"288";"sweden";"swe: Christian Democratic Community Party ";"Det borde vara en självklarhet att alla elever ska kunna känna sig trygga och uppskattade men så är det inte idag. Könsdiskriminering och rasism i skolan måste bekämpas.";"Integration";"FAVOR"
"289";"sweden";"swe: Christian Democratic Community Party ";"En bra skolmiljö skapar den trygghet som krävs för att barn ska kunna ta till sig kunskap.";"Integration";"FAVOR"
"290";"sweden";"swe: Christian Democratic Community Party ";"Du får frihet men också förmåga att hantera det oväntade.";"Integration";"FAVOR"
"291";"sweden";"swe: Christian Democratic Community Party ";"Kristdemokraterna är emot främlingsfientlighet i alla former.";"Integration";"FAVOR"
"292";"sweden";"swe: Christian Democratic Community Party ";"Sverige ska vara ett öppet land för människor som flyr från förtryck och förföljelse.";"Immigration";"FAVOR"
"293";"sweden";"swe: Christian Democratic Community Party ";"Möten mellan människor med olika bakgrund gör Sverige bättre.";"Integration";"NONE"
"294";"sweden";"swe: Christian Democratic Community Party ";"I ett mänskligare Sverige har alla samma rättigheter, skyldigheter och möjligheter.";"Integration";"FAVOR"
"295";"sweden";"swe: Christian Democratic Community Party ";"Jobb och språk är nycklarna till integration.";"Integration";"FAVOR"
"296";"sweden";"swe: Christian Democratic Community Party ";"Vi vill att alla som kommer till Sverige ska få börja jobba direkt.";"Integration";"NONE"
"297";"sweden";"swe: Christian Democratic Community Party ";"Alla ska redan från början ta ansvar för, och påverka, sin vardag.";"Integration";"FAVOR"
"298";"sweden";"swe: Christian Democratic Community Party ";"Varje dag fattar människor världen över det ofattbart svåra beslutet att fly. För att det inte går att vara kvar där hemma längre. För att kriget och förtrycket gått för långt. För att barnen inte är säkra";"Immigration";"NONE"
