party,content,target,stance
nld: Reformed Political Party,"- De scherpe eisen voor reguliere migratie  (inkomen, leeftijd, woning) moeten worden gehandhaafd.",Immigration,AGAINST
nld: Socialist Party,We werpen een dam op tegen segregatie en gettovorming,Integration,FAVOR
nld: Party for the Animals,"Ontwikkelingshulp dient daarom gericht te zijn op kennisontwikkeling, ontwikkeling van een zelfstandige regionale voedselvoorziening, gezondheidzorg en preventie van oorlogen.",Immigration,FAVOR
nld: Labour Party,De problemen van vandaag die samenhangen met integratie zijn aanzienlijk en urgent.,Integration,AGAINST
nld: Christian Union,Uitzetting van uitgeprocedeerde vreemdelingen gaat - mits zij te goeder trouw zijn - gepaard met een aanbod tot hulp bij de hervestiging.,Immigration,AGAINST
nld: Labour Party,"Scholen, corporaties en ziekenhuizen fuseren steeds vaker, waardoor de gebruikers de weg kwijtraken en de professionals ondergeschikt zijn aan duurbetaalde managers die ver van het eigenlijke werk afstaan.",Integration,NONE
nld: Party of Freedom,"Sluiten radicale moskeeën, uitzetten radicale imams",Integration,AGAINST
nld: Reformed Political Party,- Vluchtelingen die in het land waar ze oorspronkelijk vandaan komen ‘gevaar voor lijf en leden lopen’ hebben het volste recht op asiel en mogen pas worden teruggestuurd als duidelijk  is dat de situatie weer veilig is en zij een normaal leven  kunnen leiden.,Immigration,AGAINST
nld: Democrats‘66,"Er zijn in Nederland anderhalf miljoen volwassenen, ca.één miljoen van Nederlandse herkomst en een half miljoen van niet-Nederlandse origine, die moeite hebben met lezen, schrijven of rekenen.",Integration,NONE
nld: Socialist Party,"Veel mensen die onder de oude vreemdelingenwet asiel hebben aangevraagd, zijn al vele jaren hier.",Immigration,FAVOR
nld: People’s Party for Freedom and Democracy ,"Liberalen kijken niet naar geloof maar naar gedrag, niet naar iemands afkomst maar naar zijn toekomst, en niet naar de groep maar naar het individu.",Integration,AGAINST
nld: Democrats‘66,Een uitwisseling van kunstwerken en erfgoed draagt bij aan een (culturele) integratie van EU-lidstaten.,Integration,FAVOR
nld: Green Left,"d)  worden er vak(technische)opleidingen gecreëerd op het  gebied van onder meer warmte- en koudetechniek en  duurzame energie, waarmee jongeren direct aan de slag  kunnen in de groene economie.",Integration,FAVOR
nld: Christian Union,Er is maar één wereld en die wordt gedeeld door arm en rijk.,Immigration,FAVOR
nld: Reformed Political Party,"Zaken die botsen met de waarden die in Nederland gekoesterd worden,",Integration,AGAINST
nld: People’s Party for Freedom and Democracy ,"Migranten die de Nederlandse taal niet goed beheersen, hebben wat de VVD betreft geen recht op bijstand.",Integration,AGAINST
nld: Socialist Party,Veel nieuwkomers slagen erin hun plek in de samenleving te verwerven.,Integration,FAVOR
nld: Party for the Animals,Op Europees niveau moet Nederland zich sterk maken voor betere opvang van vluchtelingen in de eigen regio.,Immigration,FAVOR
nld: Democrats‘66,"Groepsbescherming voor mensen uit oorlogslanden als Irak werd afgeschaft, het Europees Hof voor de Rechten van de Mens tikte Nederland regelmatig op de vingers en asielzoekers werden onnodig lang gedetineerd.",Immigration,AGAINST
nld: Labour Party,"Sneller beslissen, met behoud van zorgvuldigheid, en in geval van afwijzing sneller werken aan terugkeer, zijn van belang.",Immigration,AGAINST
nld: Christian Union,Ondertussen voelen veel migranten zich nog altijd buitenstaanders.,Integration,AGAINST
nld: Green Left,Migranten die overduidelijk zijn  ingeburgerd worden vrijgesteld van inburgeringstrajecten  en inburgeringsexamens.,Integration,NONE
nld: Reformed Political Party,En daarmee bedoelen we natuurlijk niet de seculiere moraal.,Integration,FAVOR
nld: Party of Freedom,Het  ontslagrecht willen we niet versoepelen.,Integration,AGAINST
nld: Reformed Political Party,"De toch al in ruime mate voorhanden  zijnde conflictstof krijgt daarbij nog een extra gevaarlijke lading door de opmars van de islam, een godsdienst die radicalen zelfs een alibi geeft voor het plegen van niets en  niemand ontziende gewelddaden.",Immigration,AGAINST
nld: Green Left,Asielzoekers mogen leren en werken zolang ze in Nederland zijn.,Integration,FAVOR
nld: Green Left,De meiden met hoofddoek op onze universiteiten.,Integration,FAVOR
nld: Christian Democratic Appeal,Ook worden microkredieten gemakkelijker verstrekt; die geven met name allochtone ondernemers een betere start en doorgroei.,Integration,FAVOR
nld: Party of Freedom,"Er zou zonder massa-immigratie uiteraard ook misdaad zijn, maar ‘nieuwe Nederlanders’ eisen wel een erg groot aandeel in de criminaliteit voor zich op.",Immigration,AGAINST
nld: Christian Democratic Appeal,2.1.5 Het bestrijden van discriminatie is een eerste voorwaarde voor een goed functionerende diverse maatschappij.,Integration,FAVOR
nld: Christian Democratic Appeal,"Indien men dit weigert, volgen financiële sancties.",Integration,AGAINST
nld: Reformed Political Party,- De mogelijkheden om er een dubbele nationaliteit op na te houden moeten worden beperkt tot gevallen waarin het land van herkomst het opgeven van de ‘herkomstnationaliteit’ feitelijk of juridisch onmogelijk maakt.,Integration,AGAINST
nld: Socialist Party,Op verzoek van de SP is een parlementair onderzoek gehouden naar het integratiebeleid van de afgelopen 30 jaar.,Integration,AGAINST
nld: Green Left,"Zulke windmolengevechten leiden af van de echte problemen, zoals de achterstand van migranten op de arbeidsmarkt en in het onderwijs, het isolement van sommige migrantenvrouwen en de relatief hoge criminaliteit onder jongens uit migrantengezinnen.",Integration,NONE
nld: Christian Democratic Appeal,"We geven met elkaar vorm aan de publieke moraal, de manier waarop we met elkaar omgaan.",Integration,FAVOR
nld: Reformed Political Party,We moeten voorkomen dat islamitisch fundamentalisme wortel schiet in de Nederlandse samenleving.,Integration,AGAINST
nld: Democrats‘66,"Signalen van onderwijsinstellingen, politie en maatschappelijk werk moeten effectief worden samengebracht.",Integration,FAVOR
nld: Christian Democratic Appeal,Het kiesrecht voor Provinciale Staten en Tweede Kamer blijft voorbehouden aan Nederlandse staatsburgers.,Integration,AGAINST
nld: Party for the Animals,Immigranten worden geacht zichzelf de taal en noodzakelijke sociale vaardigheden eigen te maken om in de Nederlandse samenleving te functioneren.,Integration,FAVOR
nld: Party of Freedom,Geen moskee er meer bij,Integration,AGAINST
nld: Christian Union,Daarom is persoonlijke begeleiding en individueel maatwerk noodzakelijk om te komen tot een zorgvuldige terugkeer met perspectief.,Immigration,AGAINST
nld: Labour Party,"Wij vinden actief burgerschap belangrijk voor iedereen, dus ook voor migranten.",Integration,FAVOR
nld: Socialist Party,"De mogelijkheden voor inburgering van migranten worden verbeterd, door voldoende en kwalitatief goede en voor iedereen toegankelijke taal- en inburgeringcursussen op maat.",Integration,FAVOR
nld: Socialist Party,De kans bestaat dat het de meeste nieuwe Nederlanders in de toekomst beter zal gaan en dat de achterstanden geleidelijk worden ingelopen.,Integration,FAVOR
nld: Christian Union,Daartoe wordt het quotum van 500 vluchtelingen per jaar fors verhoogd.,Immigration,FAVOR
nld: Labour Party,Reïntegratie is niet vrijblijvend.,Integration,NONE
nld: Socialist Party,Het hoge aantal afwijkende oordelen van de rechtbanken laat zien dat de procedure van de Immigratie- en naturalisatiedienst op dit moment allesbehalve foutloos is.,Immigration,AGAINST
nld: Green Left,"Niet alle migranten die hier al lang wonen, spreken goed Nederlands.",Integration,AGAINST
nld: Democrats‘66,Ook waren er onvoldoende opvangplekken voor asielzoekers.,Integration,AGAINST
nld: Party of Freedom,"Nederland moet daarom net als  Denemarken onmiddellijk een opt-out bedingen, zodat de EU niets meer te zeggen heeft over ons immigratiebeleid.",Immigration,NONE
nld: Democrats‘66,Het aantal migranten uit EU-landen als Polen en Bulgarije neemt toe.,Immigration,AGAINST
nld: Christian Democratic Appeal,"De Nederlandse samenleving is een veelkleurig mozaïek van mensen met verschillende sociale en culturele achtergronden, met verschillende godsdiensten en levensovertuigingen.",Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,"De ongecontroleerde toestroom van kansarme en laagopgeleide migranten echter, leidde tot grote problemen in de wijken, op scholen, op de arbeidsmarkt en op het vlak van criminaliteit.",Immigration,AGAINST
nld: Green Left,"Wanneer  er sprake is van fysiek of psychisch geweld kunnen partners met een afhankelijke verblijfsvergunning direct een  zelfstandige verblijfsvergunning krijgen, zodat ze sneller  uit de gewelddadige relatie kunnen ontsnappen.",Integration,FAVOR
nld: Socialist Party,De cijfers duiden erop dat zij gelijk kunnen krijgen.,Integration,AGAINST
nld: Labour Party,Integratie is in essentie een taak van burgers zelf.,Integration,FAVOR
nld: Christian Union,De ChristenUnie brengt in dat gesprek de christelijke waarden in die onze cultuur mede hebben gevormd.,Integration,NONE
nld: Christian Union,"Het voorkomen van illegale immigratie is op de lange duur alleen kansrijk, als ook wordt gewerkt aan verbetering van de leef- en werkomstandigheden in de landen van herkomst.",Immigration,AGAINST
nld: Party of Freedom,Alle andere partijen kiezen voor dat laatste.,Immigration,AGAINST
nld: Labour Party,Daarom moet het statische inburgeringsexamen worden aangevuld met een maatschappelijke stage en een oriëntatie op de Nederlandse maatschappij en geschiedenis.,Integration,AGAINST
nld: Labour Party,"Khalid Boulahrouz, de voorstopper van het Nederlandse elftal, is hiervan een treffend voorbeeld.",Integration,FAVOR
nld: Christian Union,"Over het buitenlands-, veiligheids- en defensiebeleid wordt op Europees niveau besloten, maar uitsluitend met unanimiteit van de lidstaten en bovendien in nauwe samenwerking – en niet concurrerend - met de NAVO.",Immigration,NONE
nld: People’s Party for Freedom and Democracy ,Integratie via  werk  en  buurt  blijft  cruciaal.,Integration,FAVOR
nld: Party of Freedom,"Op de lange termijn bespaart een immigratiestop voor mensen uit islamitische landen Nederland miljarden,",Immigration,AGAINST
nld: Christian Union,-biedt buitenlandse slachtoffers van mensenhandel die willen getuigen in rechtszaken tegen mensenhandelaren bescherming tegen wraakacties door hen in aanmerking te laten komen voor een Nederlandse verblijfsvergunning.,Integration,AGAINST
nld: Party of Freedom,Verblijf arbeidsimmigranten koppelen aan contractduur (dus geen bijstand voor gastarbeiders),Integration,AGAINST
nld: Labour Party,"Een eerlijke verdeling van macht en welvaart op wereldschaal kan matigend werken op migratiestromen, is goed voor onze export en werkt stabiliserend op internationale politieke verhoudingen.",Immigration,FAVOR
nld: People’s Party for Freedom and Democracy ,De VVD wil daarom een einde maken aan de gesubsidieerde integratie-industrie.,Integration,AGAINST
nld: Christian Union,Vluchtelingen worden niet teruggestuurd als dat gevaar voor leven of vrijheid oplevert.,Immigration,FAVOR
nld: Green Left,Besnijdenis bij islamitische vrouwen komt nog steeds voor.,Integration,NONE
nld: Christian Democratic Appeal,Het asielbeleid moet rechtvaardig zijn.,Immigration,FAVOR
nld: Christian Union,Er zijn ongeveer 80.000 dak- en thuislozen in ons land.,Integration,NONE
nld: Green Left,Huwelijksmigranten en kinderen kunnen zich in Nederland bij hun partner of ouder voegen.,Immigration,FAVOR
nld: Green Left,"Zij krijgen een verblijfsvergunning,",Immigration,AGAINST
nld: Reformed Political Party,"Moskeeën zijn allesbehalve een verrijking voor Nederland, net zomin als uitingen van andere godsdiensten en ideologieën dat zijn, waar Jezus Christus niet in het middelpunt staat.",Integration,FAVOR
nld: Christian Union,Integratie van gehandicapte kinderen in het reguliere basisonderwijs verdient de voorkeur.,Integration,FAVOR
nld: Socialist Party,Gehandicapten mogen voortaan gratis parkeren.,Integration,FAVOR
nld: Labour Party,Helaas zijn we nog niet zo ver.,Integration,NONE
nld: Christian Union,Asielstatushouders komen na drie jaar in aanmerking voor een vergunning asiel voor onbepaalde tijd.,Immigration,FAVOR
nld: Christian Democratic Appeal,Tevens moet worden voorkomen dat landen eenzijdig een grootschalig generaal pardon invoeren ter zake van illegalen.,Immigration,AGAINST
nld: Socialist Party,"Ze wonen veelal sterk geconcentreerd in de 4 grootste steden, waar ze bijna een derde van de bevolking vormen.",Integration,NONE
nld: Christian Union,Voor herstel van de sociale samenhang is expliciete aandacht nodig.,Integration,NONE
nld: Reformed Political Party,"Die problemen moeten gericht en resoluut worden aangepakt, in een uiterst geval door de rechter te verzoeken het bestuur te ontslaan.",Integration,AGAINST
nld: Labour Party,"Wij streven binnen de EU naar gemeenschappelijke criminaliteitsbestrijding en naar een gemeenschappelijk asiel-en migratiebeleid,",Immigration,NONE
nld: Socialist Party,Asielzoekerscentra moeten beduidend beter worden ingericht.,Immigration,FAVOR
nld: Christian Union,"Natuurlijk, Nederland is een welvarend land, waar het goed wonen is.",Integration,FAVOR
nld: Christian Democratic Appeal,Er komt daarom voor gemeenten één fonds voor reïntegratie en integratie.,Integration,FAVOR
nld: Christian Union,Dit is in het bijzonder een aandachtspunt bij terugkeer naar islamitische landen.,Immigration,AGAINST
nld: Christian Union,Godsdienstvrijheid en een gelijkwaardige behandeling van minderheidsgroeperingen zijn onderdeel van de toetredingscriteria.,Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,"Gemeenten dienen de opvang van uitgeprocedeerde asielzoekers en/of illegalen, in welke vorm dan ook, te beëindigen.",Immigration,AGAINST
nld: Labour Party,"De PvdA vindt dat het hebben van een dubbele nationaliteit niets te maken heeft met loyaliteit aan Nederland, noch met een integratieprobleem.",Integration,FAVOR
nld: Democrats‘66,"D66 vindt dat in beginsel geen afzonderlijk integratiebeleid dient te worden gevoerd voor nieuwe Nederlanders, maar dat op alle terreinen van overheidsbeleid voldoende aandacht dient uit te gaan naar specifieke posities en behoeften.",Integration,FAVOR
nld: Reformed Political Party,Daarom dient  de organisatie van de IND dringend te verbeteren.,Immigration,FAVOR
nld: Christian Union,Zo zijn er ongeveer evenveel migranten met een islamitische achtergrond als migranten met een christelijke achtergrond.,Integration,NONE
