party,content,target,stance
nor: Liberal Party,"Med fri bevegelse over  landegrensene øker også forståelse, toleranse og mangfold",Immigration,FAVOR
nor: Centre Party,Styrke det psykiske helsevernet rettet mot asylsøkere,Immigration,FAVOR
nor: Centre Party,Å nekte slik opplæring skal kunne medføre reduksjon i eventuelle sosiale stønader.,Integration,AGAINST
nor: Socialist Left Party,"Mennesker som kommer til Norge for å søke asyl, har rett til human behandling av myndighetene.",Immigration,FAVOR
nor: Norwegian Labour Party,. I tillegg må arbeidet for å beskytte og yte bistand til ofre for menneskehandel styrkes.,Immigration,FAVOR
nor: Socialist Left Party,"SV vil derfor at Norge skal tre ut av avtalen med EU om asyl-, flyktningog visumpolitikk (tidligere kalt Schengen-samarbeidet), som gjør at landet fungerer som EUs ytre grense og er bundet til en politikk som stenger trengende ute og innebærer en overvåking av alle borgere.",Immigration,AGAINST
nor: Norwegian Labour Party,"Utvidelsen av antall EU-land, har imidlertid muliggjort en arbeidsinnvandring i større omfang enn tidligere.",Immigration,FAVOR
nor: Progress Party,"at flyselskaper som bringer asylsøk    ere uten identitetspapirer til Norge, bøtelegges",Immigration,AGAINST
nor: Christian People’s Party,"Norsk politikk overfor flyktninger, asylsøkere og arbeidssøkere må bygge på toleranse, ikke-diskriminering, likeverdighet og rettferdighet.",Integration,FAVOR
nor: Socialist Left Party,"Trakassering, rasisme og vold rettet mot etniske minoriteter må bekjempes aktivt, blant annet ved at politiet følger nøye med i utviklingen i de høyreekstreme miljøene.",Integration,FAVOR
nor: Christian People’s Party,"Noen reiser frivillig, men mange blir også drevet på flukt av ulike grunner som undertrykkelse, forfølgelse, miljøødeleggelser, hungersnød og krig.",Immigration,NONE
nor: Progress Party,Kirkeasyl har  ingen forankring i norsk lovverk og  er ulovlig.,Immigration,AGAINST
nor: Progress Party,"Asylstatus skal bare innvilges etter individuell  behandling og grundig vurdering av søknader  om asyl, og ikke kollektivt til grupper.",Immigration,AGAINST
nor: Christian People’s Party,. KrF mener at Sametinget må involvere hele det samiske samfunnet i prosessene rundt nordområdene.,Integration,FAVOR
nor: Norwegian Labour Party,". Mennesker på flukt risikerer fengsel, tortur og kanskje død på grunn av sine meninger eller sin stilling i samfunnet",Immigration,FAVOR
nor: Conservative Party,og respekt for enkeltmennesket må ligge til grunn også for et flerkulturelt norge.,Integration,FAVOR
nor: Socialist Left Party,"SV vil arbeide for at Norge gir humanitær bistand til befolkningen i Irak og til irakiske flyktninger i nabolandene, samt fortsetter sitt humanitære arbeid i Afghanistan",Immigration,FAVOR
nor: Liberal Party,Venstre mener at et mangfoldig samfunn er et godt samfunn.,Integration,FAVOR
nor: Socialist Left Party,"Mennesker med minoritetsbakgrunn diskrimineres på arbeidsmarkedet, blant annet ved at de ikke blir innkalt til jobbintervju når de har et navn som er av utenlandsk opprinnelse.",Integration,FAVOR
nor: Liberal Party,Å søke det gode liv i Norge skal også være lov for den som ikke er født norsk.,Immigration,FAVOR
nor: Norwegian Labour Party,støtte FNs høykommissær for flyktningers arbeid for å sikre og fremme flyktningers rettigheter,Immigration,FAVOR
nor: Centre Party,"Utarbeide en klar, god og tydelig vergerolle for enslige mindreårige asylsøkere.",Integration,FAVOR
nor: Christian People’s Party,være pådriver for innvandrerkvinners rettigheter og integrering i samfunnet.,Integration,FAVOR
nor: Christian People’s Party,styrke kampen mot antisemittismen.,Integration,FAVOR
nor: Christian People’s Party,Norge må tilrettelegge for nødvendig arbeidsinnvandring og gjøre landet attraktivt for spesialister og høyt utdannet arbeidskraft,Immigration,FAVOR
nor: Liberal Party,kulturelle impulser,Integration,FAVOR
nor: Liberal Party,. Det er også avgjørende at barn lærer godt norsk de første årene på skolen.,Integration,FAVOR
nor: Centre Party,"Det at nordmenn kan reise ut for å ta arbeid og utlendinger kan komme hit for å ta arbeid, gir folk nyttig kompetanse, fører til økt kulturforståelse, og gjør at de kan tilføre hjemlandet nye impulser og kompetanse.",Integration,FAVOR
nor: Socialist Left Party,"Det er forbudt å frata barn denne retten, for eksempel ved å ta barn ut av skolen uten skolemyndighetenes godkjennelse.",Integration,FAVOR
nor: Socialist Left Party,"Fem grupper fikk i 1999 status som nasjonale minoriteter – jøder, kvener, rom, romani og skogfinner.",Integration,FAVOR
nor: Progress Party,Å oppgi falsk identitet overfor norske myndigheter er å anse som en kriminell handling som kvalifiserer til utvisning,Immigration,AGAINST
nor: Christian People’s Party,Arbeidsinnvandring kan gjøre det enklere å finne spesialisert arbeidskraft og bidrar til et mer fleksibelt arbeidsmarked.,Immigration,FAVOR
nor: Christian People’s Party,Konvertitter har generelt vanskelige livsvilkår.,Integration,FAVOR
nor: Norwegian Labour Party,gjennomgå det pedagogiske innholdet i språkopplæring for innvandrere,Integration,FAVOR
nor: Norwegian Labour Party,. Arbeiderpartiet vil ha en balansert og kontrollert innvandring,Immigration,AGAINST
nor: Progress Party,9.At kirkeasylanter pågripes straks og  sendes ut av landet.,Integration,AGAINST
nor: Christian People’s Party,"Vi må se enkeltmennesker, ikke grupper.",Immigration,FAVOR
nor: Conservative Party,"l ette arbeidsinnvandringen ved å etablere et felles servicesenter for politi, udI, nav  og skatteetaten.",Immigration,FAVOR
nor: Progress Party,. en restriktiv innvandringspolitikk med aktiv integrering og tilpasning til norske samfunnsforhold vil forebygge motsetninger og konflikter,Integration,AGAINST
nor: Centre Party,Det er viktig for et samfunn at minoritetens stilling er sikret og at det hele tiden arbeides bevisst i forhold til fordommer som rammer grupper og enkeltindivider.,Integration,FAVOR
nor: Centre Party,"knytte asylsøkere i mottak til frivillighetxe \""frivillighet\""ssentraler eller liknende for å aktivisere dem i meningsfulle aktiviteter i ventetida.",Immigration,FAVOR
nor: Norwegian Labour Party,at det psykiske helsetilbudet i tilknytning til asylmottakene styrkes,Immigration,FAVOR
nor: Christian People’s Party,og arbeidsinnvandrere og deres familier må få tilbud om norskkurs.,Integration,FAVOR
nor: Centre Party,legge best mulig til rette for politiets uttransportering i de tilfeller der de som har fått endelig avslag ikke reiser frivillig.,Immigration,AGAINST
nor: Socialist Left Party,". SV vil avvikle anbudsordningen og arbeide for en overgang til statlig eller ideell, ikke-kommersiell mottaksdrift.",Immigration,FAVOR
nor: Socialist Left Party,. I tillegg har mange problemer med å få et arbeid som samsvarer med kvalifikasjonene de har,Integration,FAVOR
nor: Liberal Party,Bidragsavhengighet skaper raskt passivitet.,Integration,FAVOR
nor: Centre Party,"Vi vil arbeide for et samfunn bygd på toleranse og respekt for hverandres kultur, livssyn og levesett, der mennesker med ulike holdninger og tro kan fungere sammen.",Integration,FAVOR
nor: Progress Party,Uansett må  det være den enkelte kommune som selv  bestemmer hvorvidt og i hvilket omfang  man skal motta flyktninger.,Immigration,AGAINST
nor: Norwegian Labour Party,", og føre en politikk som sikrer innvandrere og etterkommere av disse de samme muligheter som andre",Integration,FAVOR
nor: Norwegian Labour Party,"Grunnløse asylsøknader og misbruk av asylordningen må hindres, slik at det ikke får ødelegge for dem som har et faktisk behov for beskyttelse.",Immigration,AGAINST
nor: Centre Party,. Derfor går vi blant annet inn for å kutte arbeidsgiveravgiften for flyktninger i de fem første årene de er bosatt i Norge,Integration,FAVOR
nor: Conservative Party,"vellykket integrering bygger på gjensidighet i plikter og rettigheter, kommunikasjon, anerkjennelse og respekt for hverandre som mennesker.",Integration,FAVOR
nor: Progress Party,. Kirkeasylanter pågripes straks og sendes ut av landet,Immigration,AGAINST
nor: Socialist Left Party,"SV vil at det skal fastsettes en maksimal tidsgrense, etter hvilken asylsøkere uten endelig vedtak, eller som ikke kan returneres, får en ny behandling av sin søknad",Immigration,FAVOR
nor: Centre Party,"Innføre ei samfunnsorientert etterutdanning for trossamfunnsledere for minoritetsgrupper, som setter dem bedre i stand til å ta oppgaver som for eksempel familierettledning tilpasset det norske samfunnet.",Integration,AGAINST
nor: Christian People’s Party,Kurderne har som gruppe måttet tåle svært mye undertrykkelse i hele Midtøsten.,Immigration,AGAINST
nor: Progress Party,"vi tar sterk avstand fra forskjellsbehandling av mennesker basert på kjønn, religion eller etnisk opprinnelse",Integration,FAVOR
nor: Christian People’s Party,Det må gjennomføres tiltak i arbeidslivet som bryter de barrierene som finnes for å ansette innvandrere.,Integration,FAVOR
nor: Liberal Party,I tillegg er det kun i få saker asylsøkeren gis anledning til å møte i nemnda.,Immigration,NONE
nor: Centre Party,"sikre rask og forsvarlig saksbehandling hos utlendingsmyndighetene, samtidig som rettsikkerheten ivaretas.",Immigration,FAVOR
nor: Christian People’s Party,Som medmennesker skal vi vise nestekjærlighet og omsorg overfor flyktninger og innvandrere.,Immigration,FAVOR
nor: Liberal Party,"Utdanning er også et viktig integreringstiltak for alle som er arbeidsføre, men som av ulike årsaker faller utenfor i samfunnet.",Integration,FAVOR
nor: Progress Party,13.Avvikle offentlig støtte til organi-sasjoner og foreninger hvor etnisk bakgrunn eller felles hjemland er  kriterium for medlemskap.,Integration,FAVOR
nor: Progress Party,.  en bred satsing på idretten vil også være et viktig element i arbeidet for å oppnå en bredere integrering mellom landets forskjellige etniske befolkningsgrupper,Integration,FAVOR
nor: Norwegian Labour Party,styrke likestillingsog diskrimineringsombudet,Integration,FAVOR
nor: Socialist Left Party,Men SV godtar ikke at slike tiltak svekker muligheten for beskyttelse av flyktninger som kvalifiserer til det.,Immigration,FAVOR
nor: Socialist Left Party,SV vil øke deres språkkompetanse ved å gi elevene bedre tilbud både i norsk og den enkelte elevs morsmål.,Integration,FAVOR
nor: Liberal Party,"Innvandreren kan oppnå arbeid gjennom søknadsprosess via utenriksstasjoner, direkte med arbeidsgiver, samt via byråer som spesialiserer seg formidling av arbeid på denne måten.",Immigration,FAVOR
nor: Socialist Left Party,deres rett til en egen stat med Øst-Jerusalem som hovedstad og flyktingenes rett til å vende tilbake.,Immigration,FAVOR
nor: Liberal Party,At staten og kommunene bør pålegge seg selv mål for å øke  andelen av minoriteter ved ansettelser.,Integration,FAVOR
nor: Liberal Party,Enkelte minoritetsspråklige står i dag mer eller mindre utenfor samfunnet.,Integration,NONE
nor: Socialist Left Party,og vil styrke tiltak  som gir minoritetskvinner lavterskeltilbud utenfor hjemmet.,Integration,FAVOR
nor: Centre Party,og vi har ikke noen formell vetorett.,Immigration,AGAINST
nor: Progress Party,. det vil gi hjelp og trygghet til langt flere mennesker i slike områder for samme sum som det vil koste å ha én flyktning i norge,Immigration,AGAINST
nor: Centre Party,Senterpartiet mener at den viktigste forutsetningen for vellykket integrering er at folk kommer i arbeid,Integration,FAVOR
nor: Conservative Party,. norge har ansvar for å verne om mangfoldet og bidra til at samiske interesser støttes og får mulighet til medvirkning og påvirkning.,Integration,FAVOR
nor: Christian People’s Party,. Mange barn og unge med flerkulturell bakgrunn kan oppleve forholdet mellom tradisjon og kultur hjemme og samfunnets forventninger som spesielt utfordrende,Integration,FAVOR
nor: Liberal Party,"Venstre vil at det utvikles rettferdige, globale rammebetingelser der befolkningen i utviklingsland gis adgang til globale markeder og mulighet til migrasjon.",Immigration,FAVOR
nor: Progress Party,Det er behov for økt satsning mot asyl-kriminalitet og menneskesmugling.,Immigration,AGAINST
nor: Christian People’s Party,"Barn av innvandrere, født i Norge, faller utenfor denne definisjonen.",Immigration,NONE
nor: Socialist Left Party,SV vil at Norge bidrar mer til å løse disse utfordringene både ved å ta imot flere i Norge,Immigration,FAVOR
nor: Socialist Left Party,Dette problemet vil ikke bli løst så lenge det er så vanskelig å få opphold på vanlig måte.,Immigration,AGAINST
nor: Christian People’s Party,Skeptiske holdninger i befolkningen fører til at mange med fremmedkulturell bakgrunn blir diskriminert.,Integration,NONE
nor: Liberal Party,Det betinger en god integrering og at de som kommer hit ønsker integrering og respekterer norske lover.,Integration,FAVOR
nor: Liberal Party,og innebærer at vi ikke utnytter de ressurser et ﬂerkulturelt samfunn faktisk represen-terer.,Integration,FAVOR
nor: Progress Party,utvise utenlandske statsborgere som dømmes til ubetinget fengsel i tre måneder eller mer,Integration,AGAINST
nor: Progress Party,Mangelen på id-papirer og korrekte folkeregister i enkelte  land gjør at personer kommer seg inn under  påskudd av å være nære familiemedlemmer.,Immigration,AGAINST
nor: Liberal Party,Det er også avgjørende at vi viser solidaritet med forfulgte mennesker gjennom flyktningpolitikken.,Immigration,FAVOR
nor: Christian People’s Party,"Kommunene har et særskilt ansvar for den sosiale boligbyggingen som fremskaffelse av egnede boliger til vanskeligstilte og grupper som selv ikke kan skaffe seg bolig, som blant annet boliger til psykiske utviklingshemmede, rusavhengige, psykiatriske pasienter, flyktninger og omsorgsboliger.",Integration,FAVOR
nor: Centre Party,". Historisk, kulturelt og språkleg er vi ein del av eit sterkt nordisk fellesskap, samtidig som vi i nyare tid har fått eit mangfald av språk og kulturar innanlands",Integration,FAVOR
nor: Norwegian Labour Party,at barnevernet skal ha omsorgsansvaret for unge enslige asylsøkere.,Immigration,FAVOR
